model_name,condition,n_obs_total,n_assets,corr_cp_residual_delta_equal_weight,mean_delta_pooled,std_delta_equal_weight,mean_2e_delta_pooled,mean_delta_squared_pooled,ratio_2Eedelta_over_Edelta2_pooled,actual_smape_advantage_pooled,win_rate_vs_cp_pooled,assets_positive_smape_advantage
CP_REPO_HAAR_SHAPE,same_average_recent_front_loaded,14331,10,0.06209640858325984,2.2639514572611867e-06,9.360998327546378e-05,2.2179256018815442e-08,1.1525103105107002e-08,1.9244301605412426,-0.13462367709410714,0.4256506873211918,3
CP_REPO_HAAR_SHAPE,same_average_back_loaded,15559,10,0.057038645949112086,-2.553308558855369e-06,8.583533806922513e-05,1.959403152277313e-08,8.834467435611015e-09,2.217907493075496,-0.074877143871645,0.37148917025515776,4
CP_REPO_HAAR_SHAPE,stable_low_dispersion,68968,10,0.06035077591439171,2.519625057725397e-05,0.00010979985609602478,4.075898897408398e-08,1.7201337874935752e-08,2.3695243515607194,-0.40833269359123586,0.4393631829254147,0
CP_REPO_OPS_C,all_rows,367468,10,0.016332224604792337,-7.326560392451495e-06,0.0027876723235352777,7.950267664181654e-08,2.6675615659665377e-05,0.0029803502065756573,-0.6194460555083993,0.4080273656481653,0
CP_REPO_OPS_C,all_observations,367248,10,0.01637499608046135,-7.338646672653673e-06,0.0027884744204479685,7.957282450797293e-08,2.6691515195023276e-05,0.002981202975049148,-0.6086711875421611,0.4081792140460942,0
CP_REPO_OPS_C,cluster_entry_loose,73457,10,0.029586724662941682,-2.8254358785903647e-05,0.004366190463553534,2.977692265967103e-07,0.00010928494950118717,0.0027247048011261204,-0.14610460277261045,0.44449133506677374,3
CP_REPO_OPS_C,cluster_entry_strict,73266,10,0.029560370192687545,-2.8234352382037857e-05,0.0043684298187082185,2.9841401414821286e-07,0.00010956944206664659,0.002723514955626952,-0.1530878292189437,0.4446810253050528,3
CP_REPO_OPS_C,cluster_exit_loose,73455,10,0.01464728427706899,-1.6628961835936e-05,0.0023537239062296393,2.8558208489527882e-08,2.299141336052517e-05,0.0012421249638597926,-1.2514468208265392,0.4061534272683956,0
CP_REPO_OPS_C,cluster_exit_strict,73334,10,0.014646692551533249,-1.6645570099186853e-05,0.0023594011297664273,2.8588991838713286e-08,2.302928902149902e-05,0.0012414187781491647,-1.2537762065211668,0.4063599421823438,0
CP_REPO_OPS_C,inflection_points,144886,10,0.030098961278228732,-1.0584851580788546e-05,0.0030276046564521103,1.546254154302768e-07,5.567567148224784e-05,0.0027772528164223226,-0.6847960305829227,0.43320265588117557,0
CP_REPO_OPS_C,high_within_block_dispersion,68970,10,0.030162537783305236,-7.415063401510928e-05,0.00390250010319034,1.348853089996667e-07,0.00011281039095881125,0.0011956816021399602,-0.731770812307119,0.39005364651297664,1
CP_REPO_OPS_C,recent_spike_position,125358,10,0.021240951473475544,5.451076233989321e-07,0.0012936812980673792,1.3240064736860085e-07,3.18576791716998e-06,0.041560041663743226,-0.2015625021535113,0.394637757462627,2
