asset,model_name_pm,benchmark_model_pm,loss_metric,n_obs_pm,CP_loss_pm,model_loss_pm,advantage_CP_minus_model_pm,relative_advantage_pm,model_name_control,benchmark_model_control,n_obs_control,CP_loss_control,model_loss_control,advantage_CP_minus_model_control,relative_advantage_control,advantage_PM_minus_control,PM_beats_control
HYG,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,154.36005524950562,154.53700950194207,-0.17695425243644536,-0.0011463733421863498,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,154.36005524950562,154.36430507663744,-0.004249827131815209,-2.753190989045607e-05,-0.17270442530463015,False
HYG,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,154.36005524950562,154.53700950194207,-0.17695425243644536,-0.0011463733421863498,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,154.36005524950562,154.42392204017926,-0.06386679067364298,-0.0004137520589145263,-0.11308746176280238,False
HYG,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,154.36005524950562,154.53700950194207,-0.17695425243644536,-0.0011463733421863498,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,154.36005524950562,154.40275415020167,-0.04269890069605253,-0.00027661884823139367,-0.13425535174039283,False
HYG,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.00018938326298237774,0.00018523971443858988,4.143548543787857e-06,0.021879169671785714,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,0.00018938326298237774,0.00018870621076789055,6.7705221448719e-07,0.0035750372225352893,3.4664963293006674e-06,True
HYG,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.00018938326298237774,0.00018523971443858988,4.143548543787857e-06,0.021879169671785714,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,0.00018938326298237774,0.0001881328511529545,1.2504118294232416e-06,0.0066025466545034306,2.8931367143646158e-06,True
HYG,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.00018938326298237774,0.00018523971443858988,4.143548543787857e-06,0.021879169671785714,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,0.00018938326298237774,0.00018777064843756542,1.6126145448123205e-06,0.008515084804312277,2.530933998975537e-06,True
HYG,PM_CAST_D,CP_REPO_FRESH,MSE,36739,2.5723691346812977e-07,2.5706704754322335e-07,1.6986592490642426e-10,0.0006603481693830451,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,2.5723691346812977e-07,2.5718810450070023e-07,4.880896742954299e-11,0.0001897432478546286,1.2105695747688127e-10,True
HYG,PM_CAST_D,CP_REPO_FRESH,MSE,36739,2.5723691346812977e-07,2.5706704754322335e-07,1.6986592490642426e-10,0.0006603481693830451,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,2.5723691346812977e-07,2.57205815201531e-07,3.109826659874331e-11,0.00012089348367413144,1.3876765830768095e-10,True
HYG,PM_CAST_D,CP_REPO_FRESH,MSE,36739,2.5723691346812977e-07,2.5706704754322335e-07,1.6986592490642426e-10,0.0006603481693830451,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,2.5723691346812977e-07,2.5709181300378094e-07,1.4510046434883282e-10,0.0005640732599087494,2.4765460557591438e-11,True
HYG,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.0005071852851455075,0.0005070177980537008,1.6748709180669508e-07,0.0003302286101589961,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,0.0005071852851455075,0.0005071371653711648,4.811977434267603e-08,9.487612466688745e-05,1.1936731746401905e-07,True
HYG,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.0005071852851455075,0.0005070177980537008,1.6748709180669508e-07,0.0003302286101589961,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,0.0005071852851455075,0.0005071546265208778,3.0658624629699774e-08,6.0448568851724576e-05,1.368284671769953e-07,True
